index,predicate,diversified_predicate
6672,to!=address(0),to!=address(0)
3684,_value<=allowance[_from][msg.sender],(_value<=allowance[_from][msg.sender]) || (msg.value > 0)
6906,canTransferBalance(msg.sender)>=_value,(canTransferBalance(msg.sender)>=_value) && (true)
333,ownerOf(tokenId)==from,ownerOf(tokenId)==from
2562,authorized[_msgSender()]||owner()==address(_msgSender()),(authorized[_msgSender()]||owner()==address(_msgSender())) && (true)
2878,"tokenAmountIn<=bmul(_records[tokenIn].balance,MAX_IN_RATIO)","tokenAmountIn<=bmul(_records[tokenIn].balance,MAX_IN_RATIO)"
4433,msg.sender==admin,msg.sender!=admin
9150,recipient!=address(0),recipient!=address(0)
5944,totalSupply(tokenTypes[i])+tokenAmounts[i]<=maxSupplies[tokenTypes[i]],totalSupply(tokenTypes[i])+tokenAmounts[i]<=maxSupplies[tokenTypes[i]]
3232,msg.sender==_proxy,msg.sender==_proxy
7995,amount>0,amount>0
4896,address(msg.sender)==offerMain,(address(msg.sender)==offerMain) && (msg.value == 0)
4762,b!=0,b!=0
7592,maxTxAmount>=2100000000e9,(maxTxAmount>=2100000000e9) && (msg.value == 0)
5250,_newListingFee>=0,(_newListingFee>=0) || (false)
2596,_min<_max,_min<_max
8890,isKnownRoot(_root),!(isKnownRoot(_root))
4818,amount>=minPurchaseReturn,(amount>=minPurchaseReturn) || (a < b)
9661,newOwner!=address(0),newOwner!=address(0)
451,spender!=address(0),spender==address(0)
654,success,!(success)
4951,bytes(symbol).length!=0,(bytes(symbol).length!=0) && (a > b)
4721,b>0,b>0
487,ownerOf(tokenId)==owner,(ownerOf(tokenId)==owner) || (false)
1335,address(this).balance>=value,address(this).balance>=value
6947,balances[_from]>=_value,(balances[_from]>=_value) && (true)
7966,c>=a,c<a
4883,!_paused,!(!_paused)
618,_amount<=availableToStake(_id),_amount>availableToStake(_id)
4364,currentAllowance>=subtractedValue,currentAllowance>=subtractedValue
4303,(_value==0)||(allowance[msg.sender][_spender]==0),((_value==0)||(allowance[msg.sender][_spender]==0)) || (false)
5083,!constructed,(!constructed) && (a > b)
7209,msg.sender==_farmVault,msg.sender!=_farmVault
5847,totalDistributed<totalSupply,totalDistributed>=totalSupply
9421,_msgSender()==_feeAddrWallet1,(_msgSender()==_feeAddrWallet1) && (true)
5647,_pricingPlan!=0,_pricingPlan==0
3501,"hasRole(_roles[role].adminRole,_msgSender())","!(hasRole(_roles[role].adminRole,_msgSender()))"
9797,_supply+_mintAmount<=preSaleMaxSupply,(_supply+_mintAmount<=preSaleMaxSupply) || (msg.value > 0)
9859,owner==msg.sender||allowedAddress==msg.sender,owner!=msg.sender||allowedAddress!=msg.sender
9809,c>=a,c<a
5490,_to!=address(0),_to!=address(0)
8007,recipient!=address(0),recipient!=address(0)
3982,address(this).balance>=value,address(this).balance>=value
3129,_value<=allowance[_from][msg.sender],(_value<=allowance[_from][msg.sender]) || (false)
1194,tbtcDepositToken.ownerOf(_tdtId)==address(this),(tbtcDepositToken.ownerOf(_tdtId)==address(this)) || (a < b)
1593,claimed[claimant_]!=true,claimed[claimant_]==true
8989,totalSupply()+quantity<=MAX_SUPPLY,totalSupply()+quantity<=MAX_SUPPLY
2659,msg.sender==_OWNER_,msg.sender!=_OWNER_
4409,address(this).balance>0,(address(this).balance>0) && (true)
3773,numTokens<=allowed[owner][msg.sender],numTokens<=allowed[owner][msg.sender]
4978,b<=a,b<=a
924,numTokens<=allowed[owner][msg.sender],numTokens<=allowed[owner][msg.sender]
9312,"_isApprovedOrOwner(_msgSender(),tokenId)","(_isApprovedOrOwner(_msgSender(),tokenId)) && (a > b)"
1812,b>0,(b>0) || (block.number > 0)
8969,success,success
6946,_to!=address(0),_to!=address(0)
4752,balance0Adjusted*balance1Adjusted>=uint(_reserve0)*_reserve1*(1000**2),balance0Adjusted*balance1Adjusted>=uint(_reserve0)*_reserve1*(1000**2)
4842,to!=_token0&&to!=_token1,to==_token0&&to==_token1
3952,_owner==_msgSender(),(_owner==_msgSender()) || (block.number > 0)
5620,"IRewardManager(VersionManager._rewardMgr()).trackLoan(loan,loanDetails.borrower,loanDetails.lendingToken,loanDetails.principal,loanDetails.interest,loanDetails.duration)","IRewardManager(VersionManager._rewardMgr()).trackLoan(loan,loanDetails.borrower,loanDetails.lendingToken,loanDetails.principal,loanDetails.interest,loanDetails.duration)"
7566,b<=a,b<=a
4322,sender!=address(0),(sender!=address(0)) || (msg.value > 0)
1159,"msg.sender==owner||isApprovedForAll(owner,msg.sender)","(msg.sender==owner||isApprovedForAll(owner,msg.sender)) || (a < b)"
3545,"(value==0)||(token.allowance(address(this),spender)==0)","(value==0)&&(token.allowance(address(this),spender)==0)"
3077,"currencyToken.transferFrom(_sender,address(this),_amount)","(currencyToken.transferFrom(_sender,address(this),_amount)) && (a > b)"
7770,bytes8LEToUint(_valueBytes)>=_d.lotSizeSatoshis,bytes8LEToUint(_valueBytes)>=_d.lotSizeSatoshis
5538,b<=a,(b<=a) && (true)
7724,balanceOf[msg.sender]>=_value,(balanceOf[msg.sender]>=_value) || (msg.value > 0)
9690,_isExcluded[account],(_isExcluded[account]) && (msg.sender != address(0))
1934,b<=a,b<=a
5175,newOwner!=address(0),newOwner!=address(0)
3923,state==State.Active,(state==State.Active) && (a > b)
907,c>=a,c>=a
4451,blacklistable,(blacklistable) && (msg.sender != address(0))
4816,newValue>0,newValue>0
7610,account!=address(0),account==address(0)
5182,address(this).balance>=amount,(address(this).balance>=amount) && (true)
5694,_mintAmount<=maxMintAmount,_mintAmount>maxMintAmount
9112,staker!=address(0),staker!=address(0)
3022,account!=address(0),(account!=address(0)) || (a < b)
2470,_amount<=balances[_from],_amount>balances[_from]
5952,saleIsActive,saleIsActive
9686,newOwner!=address(0),newOwner==address(0)
959,_required,(_required) && (true)
388,signer!=address(0),signer==address(0)
4048,spender!=address(0),spender!=address(0)
6099,b!=0,b==0
8655,manager!=address(0),(manager!=address(0)) && (msg.sender != address(0))
5570,"ICollateralManager(_collateralMgr()).isSufficientInitialCollateral(_loanDetails.lendingToken,_loanDetails.principal,collateralToken,collateral)","!(ICollateralManager(_collateralMgr()).isSufficientInitialCollateral(_loanDetails.lendingToken,_loanDetails.principal,collateralToken,collateral))"
1758,_owner==_msgSender(),_owner==_msgSender()
5559,_rate>0,_rate<=0
8892,msg.sender==Ownable(clipperPool).owner(),(msg.sender==Ownable(clipperPool).owner()) && (msg.sender != address(0))
6792,_isModule(msg.sender),_isModule(msg.sender)
9539,c/a==b,c/a==b
6246,address(pool)==ITokenConfiguration(xTokenImpl).POOL(),address(pool)==ITokenConfiguration(xTokenImpl).POOL()
6330,reserveFactors.length==assets.length,reserveFactors.length==assets.length
2685,newTimestamp<=timestamp,newTimestamp<=timestamp
6266,address(token).isContract(),(address(token).isContract()) && (a > b)
4092,account!=address(0),(account!=address(0)) || (a < b)
651,authorizerOf(_operator)==msg.sender,(authorizerOf(_operator)==msg.sender) && (true)
7257,token.withdraw(),(token.withdraw()) && (true)
1162,"_isApprovedOrOwner(msg.sender,tokenId)","(_isApprovedOrOwner(msg.sender,tokenId)) && (true)"
2396,b!=0,b!=0
648,amount>0,(amount>0) && (msg.value == 0)
9479,recordedFunds.available>=requiredReserve(_paymentAmount),(recordedFunds.available>=requiredReserve(_paymentAmount)) && (msg.sender != address(0))
9009,to!=address(0),to!=address(0)
5576,token!=address(0),token!=address(0)
3907,!isFinalized,!isFinalized
1520,_bts.length>=_from.add(4),(_bts.length>=_from.add(4)) || (false)
3532,rate>=0,rate>=0
5376,feeBurner!=address(0),(feeBurner!=address(0)) && (msg.value == 0)
1687,pendingClaims[claimId].desiredWallet==address(0),pendingClaims[claimId].desiredWallet==address(0)
666,msg.sender==owner,(msg.sender==owner) && (true)
3619,sender==lender||canTransfer[sender],(sender==lender||canTransfer[sender]) || (block.number > 0)
3846,numOfTokensToExchangeForMarketing>=10**9,numOfTokensToExchangeForMarketing>=10**9
8348,signatory==owner,(signatory==owner) || (msg.value > 0)
3553,isPauser(_msgSender()),(isPauser(_msgSender())) && (msg.sender != address(0))
9512,spender!=address(0),spender!=address(0)
985,sender!=address(0),sender!=address(0)
7547,totalSupply()+1<=freeMints,(totalSupply()+1<=freeMints) || (msg.value > 0)
2386,supply+_mintAmount<=maxSupply,(supply+_mintAmount<=maxSupply) || (msg.value > 0)
4945,!tokenMap[symbol].isValid,(!tokenMap[symbol].isValid) || (msg.value > 0)
7792,_factorySelector!=address(0),(_factorySelector!=address(0)) && (msg.value == 0)
4260,newOwner!=address(0),(newOwner!=address(0)) && (msg.sender != address(0))
249,_initializing,(_initializing) || (false)
1001,isContract(target),isContract(target)
2839,denorm<=MAX_WEIGHT,denorm<=MAX_WEIGHT
535,_signedDigest==calculatedDigest,_signedDigest==calculatedDigest
4438,c/a==b,c/a==b
9170,_to!=address(0),_to==address(0)
3954,owner!=address(0),owner==address(0)
7344,!tradingActive,(!tradingActive) || (a < b)
9644,addresses.length==allocations.length,addresses.length!=allocations.length
7368,msg.value==mintFee,msg.value==mintFee
8653,_records[token].bound,(_records[token].bound) && (msg.sender != address(0))
1871,totalAllocatedAmount==0,totalAllocatedAmount==0
3054,sender!=address(0),(sender!=address(0)) || (false)
1214,from!=address(0),(from!=address(0)) || (msg.value > 0)
3961,!tradingOpen,!tradingOpen
5142,transferEnabled,(transferEnabled) || (a < b)
7827,b!=0,b!=0
9598,b>0,(b>0) || (msg.value > 0)
4599,to!=address(0),(to!=address(0)) && (msg.value == 0)
3953,rAmount<=_rTotal,rAmount<=_rTotal
4412,address(_alohaAlphaInstance)!=address(0),(address(_alohaAlphaInstance)!=address(0)) || (false)
4269,reservedAmount<=reservedRemaining,reservedAmount>reservedRemaining
309,rAmount<=_rTotal,rAmount<=_rTotal
7796,block.timestamp.sub(_changeInitializedTimestamp)>=_delay,(block.timestamp.sub(_changeInitializedTimestamp)>=_delay) && (msg.value == 0)
8203,supply.current()+_mintAmount<=maxSupply,(supply.current()+_mintAmount<=maxSupply) || (msg.value > 0)
1736,duration!=0,duration!=0
1829,refundDate>uint32(block.timestamp),refundDate>uint32(block.timestamp)
6618,shares_>0,shares_<=0
7123,newOwner!=address(0),newOwner==address(0)
6572,_exists(tokenId),_exists(tokenId)
1990,b>0,b>0
4664,isContract(target),isContract(target)
4059,balanceOf[msg.sender]>=_value,balanceOf[msg.sender]<_value
4679,"(value==0)||(token.allowance(address(this),spender)==0)","(value!=0)||(token.allowance(address(this),spender)!=0)"
9587,isContract(target),!(isContract(target))
9399,spender!=address(0),spender==address(0)
7874,newOwner!=address(0),newOwner!=address(0)
7742,isContract(target),(isContract(target)) && (msg.sender != address(0))
4143,isContract(target),isContract(target)
7170,xfer,xfer
4087,b<=a,(b<=a) && (msg.sender != address(0))
9844,msg.value==_amount,msg.value==_amount
9092,_balance[src]>=amt,(_balance[src]>=amt) && (a > b)
7979,msg.sender==creator,msg.sender==creator
2490,!isExecuted[wdHash],(!isExecuted[wdHash]) && (true)
521,_publicKey.length==64,(_publicKey.length==64) || (block.number > 0)
3878,_token!=address(0),_token!=address(0)
6312,msg.sender==addressesProvider.getRewardsDistribution(),msg.sender==addressesProvider.getRewardsDistribution()
4583,count<=40,count>40
4954,owner()==_msgSender(),(owner()==_msgSender()) || (block.number > 0)
4813,amountInWei<=collectedFees,amountInWei<=collectedFees
5224,"isApprovedForAll(from,_msgSender())","!(isApprovedForAll(from,_msgSender()))"
8023,!frozenAccount[to],!(!frozenAccount[to])
2024,isContract(target),(isContract(target)) || (false)
3083,address(this).balance>=amount,address(this).balance>=amount
4947,to!=address(0),(to!=address(0)) && (true)
6707,bytes(_title).length>0,(bytes(_title).length>0) && (a > b)
2223,_getIdentifierWhitelist().isIdentifierSupported(identifier),(_getIdentifierWhitelist().isIdentifierSupported(identifier)) || (false)
3624,_amount<=debt.sub(_balance()),(_amount<=debt.sub(_balance())) || (block.number > 0)
8160,msg.value>0,(msg.value>0) && (a > b)
7258,fundingToken.balanceOf(address(this)).sub(amountOwed)==balanceBefore,fundingToken.balanceOf(address(this)).sub(amountOwed)!=balanceBefore
8729,c>=a&&c>=b,(c>=a&&c>=b) || (block.number > 0)
7264,"ERC20(tokenAddresses[i]).transfer(msg.sender,payoutAmounts[i])","(ERC20(tokenAddresses[i]).transfer(msg.sender,payoutAmounts[i])) || (false)"
5398,"dest.transfer(destAddress,expectedDestAmount)","(dest.transfer(destAddress,expectedDestAmount)) || (false)"
933,recipient!=address(0),(recipient!=address(0)) && (msg.value == 0)
6025,allowance[_from][msg.sender]>=_value,allowance[_from][msg.sender]>=_value
1580,_MINIMUM_LOAD_LIMIT<=_amount&&_amount<=_maximumLoadLimit,_MINIMUM_LOAD_LIMIT>_amount&&_amount>_maximumLoadLimit
1785,initialized==false,(initialized==false) && (true)
7918,addresses.length<801,(addresses.length<801) || (a < b)
1279,success,(success) || (block.number > 0)
5350,address(executor)!=address(0),address(executor)==address(0)
4550,presaleEnable,(presaleEnable) || (block.number > 0)
6200,b<=a,b<=a
7207,_to!=address(0),(_to!=address(0)) || (msg.value > 0)
179,ERC721.ownerOf(tokenId)==from,ERC721.ownerOf(tokenId)!=from
1145,block.timestamp.sub(_changeInitializedTimestamp)>=_delay,(block.timestamp.sub(_changeInitializedTimestamp)>=_delay) && (msg.sender != address(0))
2855,ratio!=0,ratio!=0
9391,currentAllowance>=subtractedValue,(currentAllowance>=subtractedValue) || (block.number > 0)
3045,c>=a,c>=a
227,_count<=2,(_count<=2) || (a < b)
7851,(_value==0)||(allowed[msg.sender][_spender]==0),(_value!=0)||(allowed[msg.sender][_spender]!=0)
3227,_accept[msg.sender]>=amount,_accept[msg.sender]<amount
3689,!frozenAccount[_to],!frozenAccount[_to]
9464,b>0,b>0
845,address(this).balance>=amount,address(this).balance>=amount
2979,_value<=allowed[_from][msg.sender],_value>allowed[_from][msg.sender]
998,address(this).balance>=amount,address(this).balance<amount
2937,isContract(target),(isContract(target)) && (a > b)
5844,!distributionFinished,!distributionFinished
7292,_required,(_required) || (msg.value > 0)
104,rewardCalcTemplates[name]!=address(0),rewardCalcTemplates[name]!=address(0)
2448,owners.length==0&&required==0,owners.length!=0&&required!=0
9810,b<=a,b<=a
9329,!_exists(tokenId),(!_exists(tokenId)) || (block.number > 0)
7307,c>=a,c<a
8015,totalSupply.add(amount)<=maxSupply,totalSupply.add(amount)<=maxSupply
8665,_tokens.length<MAX_BOUND_TOKENS,_tokens.length>=MAX_BOUND_TOKENS
7247,amount<=_maxSaleTxAmount,(amount<=_maxSaleTxAmount) && (true)
6035,msg.sender==owner,(msg.sender==owner) && (true)
4491,!goalReached(),!(!goalReached())
8478,account!=address(0),account==address(0)
6779,"ShardedWallet(payable(wallet)).transferFrom(owner,address(this),amount)","(ShardedWallet(payable(wallet)).transferFrom(owner,address(this),amount)) && (msg.value == 0)"
1034,value>=total,(value>=total) && (msg.value == 0)
9221,"ethicHubStorage.getBool(keccak256(abi.encodePacked(""user"",""representative"",_borrower)))","(ethicHubStorage.getBool(keccak256(abi.encodePacked(""user"",""representative"",_borrower)))) || (msg.value > 0)"
904,"token.transferFrom(_msgSender(),address(this),_amount)","token.transferFrom(_msgSender(),address(this),_amount)"
8237,package.hasVersion(version),package.hasVersion(version)
329,"_checkOnERC721Received(from,to,tokenId,_data)","_checkOnERC721Received(from,to,tokenId,_data)"
3015,b!=0,b!=0
9892,params.pool!=address(0),params.pool!=address(0)
1293,newOwner!=address(0),newOwner!=address(0)
8991,quantity<=50,quantity<=50
1691,claim.desiredWallet!=address(0),(claim.desiredWallet!=address(0)) || (false)
2837,!_finalized,!(!_finalized)
9381,_offer._offerer==msg.sender,_offer._offerer==msg.sender
760,loanOffering.rates.takerFee==0,(loanOffering.rates.takerFee==0) || (false)
6718,_logicContract!=address(0),_logicContract!=address(0)
5159,_startingPrice==uint256(uint128(_startingPrice)),(_startingPrice==uint256(uint128(_startingPrice))) && (msg.value == 0)
6607,"has(role,account)","!(has(role,account))"
6880,b>0,b>0
9363,tokenAddress[_erc20Token]!=address(0),tokenAddress[_erc20Token]!=address(0)
4789,_addr!=address(0),_addr==address(0)
5808,!mintingFinished,!(!mintingFinished)
2993,count>0&&distributedCount+count<=crowdsale.participantsCount(),count>0
7850,msg.sender==newOwner,msg.sender!=newOwner
7711,balanceOf[msg.sender]>=_value,(balanceOf[msg.sender]>=_value) || (block.number > 0)
8311,"_checkOnERC721Received(address(0),to,tokenId,_data)","(_checkOnERC721Received(address(0),to,tokenId,_data)) || (msg.value > 0)"
1448,"_isApprovedOrOwner(_msgSender(),tokenId)","_isApprovedOrOwner(_msgSender(),tokenId)"
5389,rateResult.rate<MAX_RATE,rateResult.rate<MAX_RATE
5088,_proxyRegistryAddress!=address(0),_proxyRegistryAddress!=address(0)
3761,_exists(tokenId),(_exists(tokenId)) || (msg.value > 0)
7462,spender!=address(0),spender==address(0)
114,vaultData.tokens.length()<MAX_TOKENS_STAKED_PER_VAULT,(vaultData.tokens.length()<MAX_TOKENS_STAKED_PER_VAULT) || (a < b)
2738,recipient!=address(0),recipient!=address(0)
9100,IERC20(FEG).balanceOf(msg.sender)>=tokens,IERC20(FEG).balanceOf(msg.sender)<tokens
3932,msg.sender==owner,(msg.sender==owner) || (false)
6844,tAmount<=_tTotal,(tAmount<=_tTotal) && (msg.value == 0)
1613,chief.deposits(voteProxy)==0,(chief.deposits(voteProxy)==0) || (msg.value > 0)
8807,msg.sender==owner_,(msg.sender==owner_) && (msg.value == 0)
1717,msg.sender==owner,msg.sender!=owner
2335,numTokens.isGreaterThanOrEqual(minSponsorTokens),!(numTokens.isGreaterThanOrEqual(minSponsorTokens))
4411,_currentHolidazeUrlKey>0,(_currentHolidazeUrlKey>0) || (a < b)
6307,tokens.length==symbols.length,tokens.length!=symbols.length
3580,totalSupply()<MAX_PRESALE,totalSupply()<MAX_PRESALE
